FieldID	TRAIT_OF_INTEREST	EXCLUDED	CAT_MULT_INDICATOR_FIELDS	CAT_SINGLE_TO_CAT_MULT	DATA_CODING	Phase_I_PheWAS	Importance	Path	Category	Field	Participants	Items	Stability	ValueType	Units	ItemType	Strata	Sexed	Instances	Array	Coding	Notes	Link
26743	X	X	X	X	X			UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of posteriorcingulate (left hemisphere)	40098	41470	Accruing	Continuous	mm2	Data	Derived	Unisex	2	1		Area of posteriorcingulate in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26743
26744	X	X	X	X	X			UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of precentral (left hemisphere)	40098	41470	Accruing	Continuous	mm2	Data	Derived	Unisex	2	1		Area of precentral in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26744
26745	X	X	X	X	X			UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of precuneus (left hemisphere)	40098	41470	Accruing	Continuous	mm2	Data	Derived	Unisex	2	1		Area of precuneus in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26745
26746	X	X	X	X	X			UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of rostralanteriorcingulate (left hemisphere)	40098	41470	Accruing	Continuous	mm2	Data	Derived	Unisex	2	1		Area of rostralanteriorcingulate in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26746
26747	X	X	X	X	X			UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of rostralmiddlefrontal (left hemisphere)	40098	41470	Accruing	Continuous	mm2	Data	Derived	Unisex	2	1		Area of rostralmiddlefrontal in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26747
26748	X	X	X	X	X			UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of superiorfrontal (left hemisphere)	40098	41470	Accruing	Continuous	mm2	Data	Derived	Unisex	2	1		Area of superiorfrontal in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26748
26749	X	X	X	X	X			UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of superiorparietal (left hemisphere)	40098	41470	Accruing	Continuous	mm2	Data	Derived	Unisex	2	1		Area of superiorparietal in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26749
26750	X	X	X	X	X			UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of superiortemporal (left hemisphere)	40098	41470	Accruing	Continuous	mm2	Data	Derived	Unisex	2	1		Area of superiortemporal in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26750
26751	X	X	X	X	X			UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of supramarginal (left hemisphere)	40098	41470	Accruing	Continuous	mm2	Data	Derived	Unisex	2	1		Area of supramarginal in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26751
26752	X	X	X	X	X			UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of frontalpole (left hemisphere)	40098	41470	Accruing	Continuous	mm2	Data	Derived	Unisex	2	1		Area of frontalpole in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26752
26753	X	X	X	X	X			UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of transversetemporal (left hemisphere)	40098	41470	Accruing	Continuous	mm2	Data	Derived	Unisex	2	1		Area of transversetemporal in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26753
26754	X	X	X	X	X			UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of insula (left hemisphere)	40098	41470	Accruing	Continuous	mm2	Data	Derived	Unisex	2	1		Area of insula in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26754
26755	X	X	X	X	X			UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Mean thickness of GlobalMeanMean thickness (left hemisphere)	40098	41470	Accruing	Continuous	mm	Data	Derived	Unisex	2	1		Mean thickness of GlobalMeanMean thickness in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26755
26756	X	X	X	X	X			UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Mean thickness of bankssts (left hemisphere)	40098	41470	Accruing	Continuous	mm	Data	Derived	Unisex	2	1		Mean thickness of bankssts in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26756
26757	X	X	X	X	X			UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Mean thickness of caudalanteriorcingulate (left hemisphere)	40098	41470	Accruing	Continuous	mm	Data	Derived	Unisex	2	1		Mean thickness of caudalanteriorcingulate in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26757
26758	X	X	X	X	X			UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Mean thickness of caudalmiddlefrontal (left hemisphere)	40098	41470	Accruing	Continuous	mm	Data	Derived	Unisex	2	1		Mean thickness of caudalmiddlefrontal in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26758
26759	X	X	X	X	X			UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Mean thickness of cuneus (left hemisphere)	40098	41470	Accruing	Continuous	mm	Data	Derived	Unisex	2	1		Mean thickness of cuneus in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26759
26760	X	X	X	X	X			UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Mean thickness of entorhinal (left hemisphere)	40098	41470	Accruing	Continuous	mm	Data	Derived	Unisex	2	1		Mean thickness of entorhinal in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26760
26761	X	X	X	X	X			UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Mean thickness of fusiform (left hemisphere)	40098	41470	Accruing	Continuous	mm	Data	Derived	Unisex	2	1		Mean thickness of fusiform in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26761
26762	X	X	X	X	X			UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Mean thickness of inferiorparietal (left hemisphere)	40098	41470	Accruing	Continuous	mm	Data	Derived	Unisex	2	1		Mean thickness of inferiorparietal in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26762
26763	X	X	X	X	X			UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Mean thickness of inferiortemporal (left hemisphere)	40098	41470	Accruing	Continuous	mm	Data	Derived	Unisex	2	1		Mean thickness of inferiortemporal in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26763
26764	X	X	X	X	X			UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Mean thickness of isthmuscingulate (left hemisphere)	40098	41470	Accruing	Continuous	mm	Data	Derived	Unisex	2	1		Mean thickness of isthmuscingulate in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26764
26765	X	X	X	X	X			UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Mean thickness of lateraloccipital (left hemisphere)	40098	41470	Accruing	Continuous	mm	Data	Derived	Unisex	2	1		Mean thickness of lateraloccipital in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26765
26766	X	X	X	X	X			UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Mean thickness of lateralorbitofrontal (left hemisphere)	40098	41470	Accruing	Continuous	mm	Data	Derived	Unisex	2	1		Mean thickness of lateralorbitofrontal in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26766
26767	X	X	X	X	X			UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Mean thickness of lingual (left hemisphere)	40098	41470	Accruing	Continuous	mm	Data	Derived	Unisex	2	1		Mean thickness of lingual in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26767
26768	X	X	X	X	X			UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Mean thickness of medialorbitofrontal (left hemisphere)	40098	41470	Accruing	Continuous	mm	Data	Derived	Unisex	2	1		Mean thickness of medialorbitofrontal in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26768
26769	X	X	X	X	X			UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Mean thickness of middletemporal (left hemisphere)	40098	41470	Accruing	Continuous	mm	Data	Derived	Unisex	2	1		Mean thickness of middletemporal in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26769
26770	X	X	X	X	X			UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Mean thickness of parahippocampal (left hemisphere)	40098	41470	Accruing	Continuous	mm	Data	Derived	Unisex	2	1		Mean thickness of parahippocampal in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26770
26771	X	X	X	X	X			UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Mean thickness of paracentral (left hemisphere)	40098	41470	Accruing	Continuous	mm	Data	Derived	Unisex	2	1		Mean thickness of paracentral in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26771
26772	X	X	X	X	X			UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Mean thickness of parsopercularis (left hemisphere)	40098	41470	Accruing	Continuous	mm	Data	Derived	Unisex	2	1		Mean thickness of parsopercularis in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26772
26773	X	X	X	X	X			UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Mean thickness of parsorbitalis (left hemisphere)	40098	41470	Accruing	Continuous	mm	Data	Derived	Unisex	2	1		Mean thickness of parsorbitalis in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26773
26774	X	X	X	X	X			UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Mean thickness of parstriangularis (left hemisphere)	40098	41470	Accruing	Continuous	mm	Data	Derived	Unisex	2	1		Mean thickness of parstriangularis in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26774
26775	X	X	X	X	X			UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Mean thickness of pericalcarine (left hemisphere)	40098	41470	Accruing	Continuous	mm	Data	Derived	Unisex	2	1		Mean thickness of pericalcarine in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26775
26776	X	X	X	X	X			UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Mean thickness of postcentral (left hemisphere)	40098	41470	Accruing	Continuous	mm	Data	Derived	Unisex	2	1		Mean thickness of postcentral in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26776
26777	X	X	X	X	X			UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Mean thickness of posteriorcingulate (left hemisphere)	40098	41470	Accruing	Continuous	mm	Data	Derived	Unisex	2	1		Mean thickness of posteriorcingulate in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26777
26778	X	X	X	X	X			UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Mean thickness of precentral (left hemisphere)	40098	41470	Accruing	Continuous	mm	Data	Derived	Unisex	2	1		Mean thickness of precentral in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26778
26779	X	X	X	X	X			UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Mean thickness of precuneus (left hemisphere)	40098	41470	Accruing	Continuous	mm	Data	Derived	Unisex	2	1		Mean thickness of precuneus in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26779
26780	X	X	X	X	X			UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Mean thickness of rostralanteriorcingulate (left hemisphere)	40098	41470	Accruing	Continuous	mm	Data	Derived	Unisex	2	1		Mean thickness of rostralanteriorcingulate in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26780
26781	X	X	X	X	X			UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Mean thickness of rostralmiddlefrontal (left hemisphere)	40098	41470	Accruing	Continuous	mm	Data	Derived	Unisex	2	1		Mean thickness of rostralmiddlefrontal in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26781
26782	X	X	X	X	X			UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Mean thickness of superiorfrontal (left hemisphere)	40098	41470	Accruing	Continuous	mm	Data	Derived	Unisex	2	1		Mean thickness of superiorfrontal in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26782
26783	X	X	X	X	X			UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Mean thickness of superiorparietal (left hemisphere)	40098	41470	Accruing	Continuous	mm	Data	Derived	Unisex	2	1		Mean thickness of superiorparietal in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26783
26784	X	X	X	X	X			UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Mean thickness of superiortemporal (left hemisphere)	40098	41470	Accruing	Continuous	mm	Data	Derived	Unisex	2	1		Mean thickness of superiortemporal in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26784
26785	X	X	X	X	X			UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Mean thickness of supramarginal (left hemisphere)	40098	41470	Accruing	Continuous	mm	Data	Derived	Unisex	2	1		Mean thickness of supramarginal in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26785
26786	X	X	X	X	X			UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Mean thickness of frontalpole (left hemisphere)	40098	41470	Accruing	Continuous	mm	Data	Derived	Unisex	2	1		Mean thickness of frontalpole in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26786
26787	X	X	X	X	X			UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Mean thickness of transversetemporal (left hemisphere)	40098	41470	Accruing	Continuous	mm	Data	Derived	Unisex	2	1		Mean thickness of transversetemporal in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26787
26788	X	X	X	X	X			UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Mean thickness of insula (left hemisphere)	40098	41470	Accruing	Continuous	mm	Data	Derived	Unisex	2	1		Mean thickness of insula in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26788
26789	X	X	X	X	X			UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Volume of bankssts (left hemisphere)	40098	41470	Accruing	Continuous	mm3	Data	Derived	Unisex	2	1		Volume of bankssts in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26789
26790	X	X	X	X	X			UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Volume of caudalanteriorcingulate (left hemisphere)	40098	41470	Accruing	Continuous	mm3	Data	Derived	Unisex	2	1		Volume of caudalanteriorcingulate in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26790
26791	X	X	X	X	X			UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Volume of caudalmiddlefrontal (left hemisphere)	40098	41470	Accruing	Continuous	mm3	Data	Derived	Unisex	2	1		Volume of caudalmiddlefrontal in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26791
26792	X	X	X	X	X			UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Volume of cuneus (left hemisphere)	40098	41470	Accruing	Continuous	mm3	Data	Derived	Unisex	2	1		Volume of cuneus in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26792
26793	X	X	X	X	X			UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Volume of entorhinal (left hemisphere)	40098	41470	Accruing	Continuous	mm3	Data	Derived	Unisex	2	1		Volume of entorhinal in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26793
26794	X	X	X	X	X			UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Volume of fusiform (left hemisphere)	40098	41470	Accruing	Continuous	mm3	Data	Derived	Unisex	2	1		Volume of fusiform in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26794
26795	X	X	X	X	X			UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Volume of inferiorparietal (left hemisphere)	40098	41470	Accruing	Continuous	mm3	Data	Derived	Unisex	2	1		Volume of inferiorparietal in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26795
26796	X	X	X	X	X			UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Volume of inferiortemporal (left hemisphere)	40098	41470	Accruing	Continuous	mm3	Data	Derived	Unisex	2	1		Volume of inferiortemporal in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26796
26797	X	X	X	X	X			UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Volume of isthmuscingulate (left hemisphere)	40098	41470	Accruing	Continuous	mm3	Data	Derived	Unisex	2	1		Volume of isthmuscingulate in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26797
26798	X	X	X	X	X			UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Volume of lateraloccipital (left hemisphere)	40098	41470	Accruing	Continuous	mm3	Data	Derived	Unisex	2	1		Volume of lateraloccipital in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26798
26799	X	X	X	X	X			UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Volume of lateralorbitofrontal (left hemisphere)	40098	41470	Accruing	Continuous	mm3	Data	Derived	Unisex	2	1		Volume of lateralorbitofrontal in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26799
26800	X	X	X	X	X			UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Volume of lingual (left hemisphere)	40098	41470	Accruing	Continuous	mm3	Data	Derived	Unisex	2	1		Volume of lingual in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26800
26801	X	X	X	X	X			UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Volume of medialorbitofrontal (left hemisphere)	40098	41470	Accruing	Continuous	mm3	Data	Derived	Unisex	2	1		Volume of medialorbitofrontal in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26801
26802	X	X	X	X	X			UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Volume of middletemporal (left hemisphere)	40098	41470	Accruing	Continuous	mm3	Data	Derived	Unisex	2	1		Volume of middletemporal in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26802
26803	X	X	X	X	X			UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Volume of parahippocampal (left hemisphere)	40098	41470	Accruing	Continuous	mm3	Data	Derived	Unisex	2	1		Volume of parahippocampal in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26803
26804	X	X	X	X	X			UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Volume of paracentral (left hemisphere)	40098	41470	Accruing	Continuous	mm3	Data	Derived	Unisex	2	1		Volume of paracentral in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26804
26805	X	X	X	X	X			UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Volume of parsopercularis (left hemisphere)	40098	41470	Accruing	Continuous	mm3	Data	Derived	Unisex	2	1		Volume of parsopercularis in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26805
26806	X	X	X	X	X			UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Volume of parsorbitalis (left hemisphere)	40098	41470	Accruing	Continuous	mm3	Data	Derived	Unisex	2	1		Volume of parsorbitalis in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26806
26807	X	X	X	X	X			UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Volume of parstriangularis (left hemisphere)	40098	41470	Accruing	Continuous	mm3	Data	Derived	Unisex	2	1		Volume of parstriangularis in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26807
26808	X	X	X	X	X			UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Volume of pericalcarine (left hemisphere)	40098	41470	Accruing	Continuous	mm3	Data	Derived	Unisex	2	1		Volume of pericalcarine in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26808
26809	X	X	X	X	X			UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Volume of postcentral (left hemisphere)	40098	41470	Accruing	Continuous	mm3	Data	Derived	Unisex	2	1		Volume of postcentral in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26809
26810	X	X	X	X	X			UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Volume of posteriorcingulate (left hemisphere)	40098	41470	Accruing	Continuous	mm3	Data	Derived	Unisex	2	1		Volume of posteriorcingulate in the left hemisphere generated by parcellation of the white surface using Desikan-Killiany parcellation	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26810
