FieldID	Field	action
27474	Mean thickness of S-temporal-inf (left hemisphere)	added
27475	Mean thickness of S-temporal-sup (left hemisphere)	added
27476	Mean thickness of S-temporal-transverse (left hemisphere)	added
27477	Volume of G+S-frontomargin (left hemisphere)	added
27478	Volume of G+S-occipital-inf (left hemisphere)	added
27479	Volume of G+S-paracentral (left hemisphere)	added
27480	Volume of G+S-subcentral (left hemisphere)	added
27481	Volume of G+S-transv-frontopol (left hemisphere)	added
27482	Volume of G+S-cingul-Ant (left hemisphere)	added
27483	Volume of G+S-cingul-Mid-Ant (left hemisphere)	added
27484	Volume of G+S-cingul-Mid-Post (left hemisphere)	added
27485	Volume of G-cingul-Post-dorsal (left hemisphere)	added
27486	Volume of G-cingul-Post-ventral (left hemisphere)	added
27487	Volume of G-cuneus (left hemisphere)	added
27488	Volume of G-front-inf-Opercular (left hemisphere)	added
27489	Volume of G-front-inf-Orbital (left hemisphere)	added
27490	Volume of G-front-inf-Triangul (left hemisphere)	added
27491	Volume of G-front-middle (left hemisphere)	added
27492	Volume of G-front-sup (left hemisphere)	added
27493	Volume of G-Ins-lg+S-cent-ins (left hemisphere)	added
27494	Volume of G-insular-short (left hemisphere)	added
27495	Volume of G-occipital-middle (left hemisphere)	added
27496	Volume of G-occipital-sup (left hemisphere)	added
27497	Volume of G-oc-temp-lat-fusifor (left hemisphere)	added
27498	Volume of G-oc-temp-med-Lingual (left hemisphere)	added
27499	Volume of G-oc-temp-med-Parahip (left hemisphere)	added
27500	Volume of G-orbital (left hemisphere)	added
27501	Volume of G-pariet-inf-Angular (left hemisphere)	added
27502	Volume of G-pariet-inf-Supramar (left hemisphere)	added
27503	Volume of G-parietal-sup (left hemisphere)	added
27504	Volume of G-postcentral (left hemisphere)	added
27505	Volume of G-precentral (left hemisphere)	added
27506	Volume of G-precuneus (left hemisphere)	added
27507	Volume of G-rectus (left hemisphere)	added
27508	Volume of G-subcallosal (left hemisphere)	added
27509	Volume of G-temp-sup-G-T-transv (left hemisphere)	added
27510	Volume of G-temp-sup-Lateral (left hemisphere)	added
27511	Volume of G-temp-sup-Plan-polar (left hemisphere)	added
27512	Volume of G-temp-sup-Plan-tempo (left hemisphere)	added
27513	Volume of G-temporal-inf (left hemisphere)	added
27514	Volume of G-temporal-middle (left hemisphere)	added
27515	Volume of Lat-Fis-ant-Horizont (left hemisphere)	added
27516	Volume of Lat-Fis-ant-Vertical (left hemisphere)	added
27517	Volume of Lat-Fis-post (left hemisphere)	added
27518	Volume of Pole-occipital (left hemisphere)	added
27519	Volume of Pole-temporal (left hemisphere)	added
27520	Volume of S-calcarine (left hemisphere)	added
27521	Volume of S-central (left hemisphere)	added
27522	Volume of S-cingul-Marginalis (left hemisphere)	added
27523	Volume of S-circular-insula-ant (left hemisphere)	added
27524	Volume of S-circular-insula-inf (left hemisphere)	added
27525	Volume of S-circular-insula-sup (left hemisphere)	added
27526	Volume of S-collat-transv-ant (left hemisphere)	added
27527	Volume of S-collat-transv-post (left hemisphere)	added
27528	Volume of S-front-inf (left hemisphere)	added
27529	Volume of S-front-middle (left hemisphere)	added
27530	Volume of S-front-sup (left hemisphere)	added
27531	Volume of S-interm-prim-Jensen (left hemisphere)	added
27532	Volume of S-intrapariet+P-trans (left hemisphere)	added
27533	Volume of S-oc-middle+Lunatus (left hemisphere)	added
27534	Volume of S-oc-sup+transversal (left hemisphere)	added
27535	Volume of S-occipital-ant (left hemisphere)	added
27536	Volume of S-oc-temp-lat (left hemisphere)	added
27537	Volume of S-oc-temp-med+Lingual (left hemisphere)	added
27538	Volume of S-orbital-lateral (left hemisphere)	added
27539	Volume of S-orbital-med-olfact (left hemisphere)	added
27540	Volume of S-orbital-H-Shaped (left hemisphere)	added
27541	Volume of S-parieto-occipital (left hemisphere)	added
27542	Volume of S-pericallosal (left hemisphere)	added
27543	Volume of S-postcentral (left hemisphere)	added
27544	Volume of S-precentral-inf-part (left hemisphere)	added
27545	Volume of S-precentral-sup-part (left hemisphere)	added
27546	Volume of S-suborbital (left hemisphere)	added
27547	Volume of S-subparietal (left hemisphere)	added
27548	Volume of S-temporal-inf (left hemisphere)	added
27549	Volume of S-temporal-sup (left hemisphere)	added
27550	Volume of S-temporal-transverse (left hemisphere)	added
27551	Area of G+S-frontomargin (right hemisphere)	added
27552	Area of G+S-occipital-inf (right hemisphere)	added
27553	Area of G+S-paracentral (right hemisphere)	added
27554	Area of G+S-subcentral (right hemisphere)	added
27555	Area of G+S-transv-frontopol (right hemisphere)	added
27556	Area of G+S-cingul-Ant (right hemisphere)	added
27557	Area of G+S-cingul-Mid-Ant (right hemisphere)	added
27558	Area of G+S-cingul-Mid-Post (right hemisphere)	added
27559	Area of G-cingul-Post-dorsal (right hemisphere)	added
27560	Area of G-cingul-Post-ventral (right hemisphere)	added
27561	Area of G-cuneus (right hemisphere)	added
27562	Area of G-front-inf-Opercular (right hemisphere)	added
27563	Area of G-front-inf-Orbital (right hemisphere)	added
27564	Area of G-front-inf-Triangul (right hemisphere)	added
27565	Area of G-front-middle (right hemisphere)	added
27566	Area of G-front-sup (right hemisphere)	added
27567	Area of G-Ins-lg+S-cent-ins (right hemisphere)	added
27568	Area of G-insular-short (right hemisphere)	added
27569	Area of G-occipital-middle (right hemisphere)	added
27570	Area of G-occipital-sup (right hemisphere)	added
27571	Area of G-oc-temp-lat-fusifor (right hemisphere)	added
27572	Area of G-oc-temp-med-Lingual (right hemisphere)	added
27573	Area of G-oc-temp-med-Parahip (right hemisphere)	added
27574	Area of G-orbital (right hemisphere)	added
27575	Area of G-pariet-inf-Angular (right hemisphere)	added
27576	Area of G-pariet-inf-Supramar (right hemisphere)	added
27577	Area of G-parietal-sup (right hemisphere)	added
27578	Area of G-postcentral (right hemisphere)	added
27579	Area of G-precentral (right hemisphere)	added
27580	Area of G-precuneus (right hemisphere)	added
27581	Area of G-rectus (right hemisphere)	added
27582	Area of G-subcallosal (right hemisphere)	added
27583	Area of G-temp-sup-G-T-transv (right hemisphere)	added
27584	Area of G-temp-sup-Lateral (right hemisphere)	added
27585	Area of G-temp-sup-Plan-polar (right hemisphere)	added
27586	Area of G-temp-sup-Plan-tempo (right hemisphere)	added
27587	Area of G-temporal-inf (right hemisphere)	added
27588	Area of G-temporal-middle (right hemisphere)	added
27589	Area of Lat-Fis-ant-Horizont (right hemisphere)	added
27590	Area of Lat-Fis-ant-Vertical (right hemisphere)	added
27591	Area of Lat-Fis-post (right hemisphere)	added
27592	Area of Pole-occipital (right hemisphere)	added
27593	Area of Pole-temporal (right hemisphere)	added
27594	Area of S-calcarine (right hemisphere)	added
27595	Area of S-central (right hemisphere)	added
27596	Area of S-cingul-Marginalis (right hemisphere)	added
27597	Area of S-circular-insula-ant (right hemisphere)	added
27598	Area of S-circular-insula-inf (right hemisphere)	added
27599	Area of S-circular-insula-sup (right hemisphere)	added
27600	Area of S-collat-transv-ant (right hemisphere)	added
27601	Area of S-collat-transv-post (right hemisphere)	added
27602	Area of S-front-inf (right hemisphere)	added
27603	Area of S-front-middle (right hemisphere)	added
27604	Area of S-front-sup (right hemisphere)	added
27605	Area of S-interm-prim-Jensen (right hemisphere)	added
27606	Area of S-intrapariet+P-trans (right hemisphere)	added
27607	Area of S-oc-middle+Lunatus (right hemisphere)	added
27608	Area of S-oc-sup+transversal (right hemisphere)	added
27609	Area of S-occipital-ant (right hemisphere)	added
27610	Area of S-oc-temp-lat (right hemisphere)	added
27611	Area of S-oc-temp-med+Lingual (right hemisphere)	added
27612	Area of S-orbital-lateral (right hemisphere)	added
27613	Area of S-orbital-med-olfact (right hemisphere)	added
27614	Area of S-orbital-H-Shaped (right hemisphere)	added
27615	Area of S-parieto-occipital (right hemisphere)	added
27616	Area of S-pericallosal (right hemisphere)	added
27617	Area of S-postcentral (right hemisphere)	added
27618	Area of S-precentral-inf-part (right hemisphere)	added
27619	Area of S-precentral-sup-part (right hemisphere)	added
27620	Area of S-suborbital (right hemisphere)	added
27621	Area of S-subparietal (right hemisphere)	added
27622	Area of S-temporal-inf (right hemisphere)	added
27623	Area of S-temporal-sup (right hemisphere)	added
27624	Area of S-temporal-transverse (right hemisphere)	added
27625	Mean thickness of G+S-frontomargin (right hemisphere)	added
27626	Mean thickness of G+S-occipital-inf (right hemisphere)	added
27627	Mean thickness of G+S-paracentral (right hemisphere)	added
27628	Mean thickness of G+S-subcentral (right hemisphere)	added
27629	Mean thickness of G+S-transv-frontopol (right hemisphere)	added
27630	Mean thickness of G+S-cingul-Ant (right hemisphere)	added
27631	Mean thickness of G+S-cingul-Mid-Ant (right hemisphere)	added
27632	Mean thickness of G+S-cingul-Mid-Post (right hemisphere)	added
27633	Mean thickness of G-cingul-Post-dorsal (right hemisphere)	added
27634	Mean thickness of G-cingul-Post-ventral (right hemisphere)	added
27635	Mean thickness of G-cuneus (right hemisphere)	added
27636	Mean thickness of G-front-inf-Opercular (right hemisphere)	added
27637	Mean thickness of G-front-inf-Orbital (right hemisphere)	added
27638	Mean thickness of G-front-inf-Triangul (right hemisphere)	added
27639	Mean thickness of G-front-middle (right hemisphere)	added
27640	Mean thickness of G-front-sup (right hemisphere)	added
27641	Mean thickness of G-Ins-lg+S-cent-ins (right hemisphere)	added
27642	Mean thickness of G-insular-short (right hemisphere)	added
27643	Mean thickness of G-occipital-middle (right hemisphere)	added
27644	Mean thickness of G-occipital-sup (right hemisphere)	added
27645	Mean thickness of G-oc-temp-lat-fusifor (right hemisphere)	added
27646	Mean thickness of G-oc-temp-med-Lingual (right hemisphere)	added
27647	Mean thickness of G-oc-temp-med-Parahip (right hemisphere)	added
27648	Mean thickness of G-orbital (right hemisphere)	added
27649	Mean thickness of G-pariet-inf-Angular (right hemisphere)	added
27650	Mean thickness of G-pariet-inf-Supramar (right hemisphere)	added
27651	Mean thickness of G-parietal-sup (right hemisphere)	added
27652	Mean thickness of G-postcentral (right hemisphere)	added
27653	Mean thickness of G-precentral (right hemisphere)	added
27654	Mean thickness of G-precuneus (right hemisphere)	added
27655	Mean thickness of G-rectus (right hemisphere)	added
27656	Mean thickness of G-subcallosal (right hemisphere)	added
27657	Mean thickness of G-temp-sup-G-T-transv (right hemisphere)	added
27658	Mean thickness of G-temp-sup-Lateral (right hemisphere)	added
27659	Mean thickness of G-temp-sup-Plan-polar (right hemisphere)	added
27660	Mean thickness of G-temp-sup-Plan-tempo (right hemisphere)	added
27661	Mean thickness of G-temporal-inf (right hemisphere)	added
27662	Mean thickness of G-temporal-middle (right hemisphere)	added
27663	Mean thickness of Lat-Fis-ant-Horizont (right hemisphere)	added
27664	Mean thickness of Lat-Fis-ant-Vertical (right hemisphere)	added
27665	Mean thickness of Lat-Fis-post (right hemisphere)	added
27666	Mean thickness of Pole-occipital (right hemisphere)	added
27667	Mean thickness of Pole-temporal (right hemisphere)	added
27668	Mean thickness of S-calcarine (right hemisphere)	added
27669	Mean thickness of S-central (right hemisphere)	added
27670	Mean thickness of S-cingul-Marginalis (right hemisphere)	added
27671	Mean thickness of S-circular-insula-ant (right hemisphere)	added
27672	Mean thickness of S-circular-insula-inf (right hemisphere)	added
27673	Mean thickness of S-circular-insula-sup (right hemisphere)	added
27674	Mean thickness of S-collat-transv-ant (right hemisphere)	added
27675	Mean thickness of S-collat-transv-post (right hemisphere)	added
27676	Mean thickness of S-front-inf (right hemisphere)	added
27677	Mean thickness of S-front-middle (right hemisphere)	added
27678	Mean thickness of S-front-sup (right hemisphere)	added
27679	Mean thickness of S-interm-prim-Jensen (right hemisphere)	added
27680	Mean thickness of S-intrapariet+P-trans (right hemisphere)	added
27681	Mean thickness of S-oc-middle+Lunatus (right hemisphere)	added
27682	Mean thickness of S-oc-sup+transversal (right hemisphere)	added
27683	Mean thickness of S-occipital-ant (right hemisphere)	added
27684	Mean thickness of S-oc-temp-lat (right hemisphere)	added
27685	Mean thickness of S-oc-temp-med+Lingual (right hemisphere)	added
27686	Mean thickness of S-orbital-lateral (right hemisphere)	added
27687	Mean thickness of S-orbital-med-olfact (right hemisphere)	added
27688	Mean thickness of S-orbital-H-Shaped (right hemisphere)	added
27689	Mean thickness of S-parieto-occipital (right hemisphere)	added
27690	Mean thickness of S-pericallosal (right hemisphere)	added
27691	Mean thickness of S-postcentral (right hemisphere)	added
27692	Mean thickness of S-precentral-inf-part (right hemisphere)	added
27693	Mean thickness of S-precentral-sup-part (right hemisphere)	added
27694	Mean thickness of S-suborbital (right hemisphere)	added
27695	Mean thickness of S-subparietal (right hemisphere)	added
27696	Mean thickness of S-temporal-inf (right hemisphere)	added
27697	Mean thickness of S-temporal-sup (right hemisphere)	added
27698	Mean thickness of S-temporal-transverse (right hemisphere)	added
27699	Volume of G+S-frontomargin (right hemisphere)	added
27700	Volume of G+S-occipital-inf (right hemisphere)	added
27701	Volume of G+S-paracentral (right hemisphere)	added
27702	Volume of G+S-subcentral (right hemisphere)	added
27703	Volume of G+S-transv-frontopol (right hemisphere)	added
27704	Volume of G+S-cingul-Ant (right hemisphere)	added
27705	Volume of G+S-cingul-Mid-Ant (right hemisphere)	added
27706	Volume of G+S-cingul-Mid-Post (right hemisphere)	added
27707	Volume of G-cingul-Post-dorsal (right hemisphere)	added
27708	Volume of G-cingul-Post-ventral (right hemisphere)	added
27709	Volume of G-cuneus (right hemisphere)	added
27710	Volume of G-front-inf-Opercular (right hemisphere)	added
27711	Volume of G-front-inf-Orbital (right hemisphere)	added
27712	Volume of G-front-inf-Triangul (right hemisphere)	added
27713	Volume of G-front-middle (right hemisphere)	added
27714	Volume of G-front-sup (right hemisphere)	added
27715	Volume of G-Ins-lg+S-cent-ins (right hemisphere)	added
27716	Volume of G-insular-short (right hemisphere)	added
27717	Volume of G-occipital-middle (right hemisphere)	added
27718	Volume of G-occipital-sup (right hemisphere)	added
27719	Volume of G-oc-temp-lat-fusifor (right hemisphere)	added
27720	Volume of G-oc-temp-med-Lingual (right hemisphere)	added
27721	Volume of G-oc-temp-med-Parahip (right hemisphere)	added
27722	Volume of G-orbital (right hemisphere)	added
27723	Volume of G-pariet-inf-Angular (right hemisphere)	added
27724	Volume of G-pariet-inf-Supramar (right hemisphere)	added
27725	Volume of G-parietal-sup (right hemisphere)	added
27726	Volume of G-postcentral (right hemisphere)	added
27727	Volume of G-precentral (right hemisphere)	added
27728	Volume of G-precuneus (right hemisphere)	added
27729	Volume of G-rectus (right hemisphere)	added
27730	Volume of G-subcallosal (right hemisphere)	added
27731	Volume of G-temp-sup-G-T-transv (right hemisphere)	added
27732	Volume of G-temp-sup-Lateral (right hemisphere)	added
27733	Volume of G-temp-sup-Plan-polar (right hemisphere)	added
27734	Volume of G-temp-sup-Plan-tempo (right hemisphere)	added
27735	Volume of G-temporal-inf (right hemisphere)	added
27736	Volume of G-temporal-middle (right hemisphere)	added
27737	Volume of Lat-Fis-ant-Horizont (right hemisphere)	added
27738	Volume of Lat-Fis-ant-Vertical (right hemisphere)	added
27739	Volume of Lat-Fis-post (right hemisphere)	added
27740	Volume of Pole-occipital (right hemisphere)	added
27741	Volume of Pole-temporal (right hemisphere)	added
27742	Volume of S-calcarine (right hemisphere)	added
27743	Volume of S-central (right hemisphere)	added
27744	Volume of S-cingul-Marginalis (right hemisphere)	added
27745	Volume of S-circular-insula-ant (right hemisphere)	added
27746	Volume of S-circular-insula-inf (right hemisphere)	added
27747	Volume of S-circular-insula-sup (right hemisphere)	added
27748	Volume of S-collat-transv-ant (right hemisphere)	added
27749	Volume of S-collat-transv-post (right hemisphere)	added
27750	Volume of S-front-inf (right hemisphere)	added
27751	Volume of S-front-middle (right hemisphere)	added
27752	Volume of S-front-sup (right hemisphere)	added
27753	Volume of S-interm-prim-Jensen (right hemisphere)	added
27754	Volume of S-intrapariet+P-trans (right hemisphere)	added
27755	Volume of S-oc-middle+Lunatus (right hemisphere)	added
27756	Volume of S-oc-sup+transversal (right hemisphere)	added
27757	Volume of S-occipital-ant (right hemisphere)	added
27758	Volume of S-oc-temp-lat (right hemisphere)	added
27759	Volume of S-oc-temp-med+Lingual (right hemisphere)	added
27760	Volume of S-orbital-lateral (right hemisphere)	added
27761	Volume of S-orbital-med-olfact (right hemisphere)	added
27762	Volume of S-orbital-H-Shaped (right hemisphere)	added
27763	Volume of S-parieto-occipital (right hemisphere)	added
27764	Volume of S-pericallosal (right hemisphere)	added
27765	Volume of S-postcentral (right hemisphere)	added
27766	Volume of S-precentral-inf-part (right hemisphere)	added
27767	Volume of S-precentral-sup-part (right hemisphere)	added
27768	Volume of S-suborbital (right hemisphere)	added
27769	Volume of S-subparietal (right hemisphere)	added
27770	Volume of S-temporal-inf (right hemisphere)	added
27771	Volume of S-temporal-sup (right hemisphere)	added
27772	Volume of S-temporal-transverse (right hemisphere)	added
41149	Records in HES inpatient operations dataset	added
41234	Records in HES inpatient diagnoses dataset	added
41259	Records in HES inpatient main dataset	added
41261	Records in HES inpatient maternity dataset	added
41264	Records in HES inpatient delivery dataset	added
41265	Records in HES inpatient birth dataset	added
41266	Number of babies delivered from single pregnancy	added
41267	Number of previous pregnancies	added
41269	Gestation period at first antenatal assessment	added
41275	Duration of antenatal stay	added
41276	Number of weeks of gestation	added
41277	Reason for changing delivery place	added
41278	Birth order	added
41284	Baby birth weight	added
41285	Duration of postnatal stay	added
41286	Mother age on date of delivery	added
41289	Records in HES inpatient psychiatric dataset	added
42038	GP registration records	added
42039	GP prescription records	added
42040	GP clinical event records	added
130001	Source of report of A00 (cholera)	added
130003	Source of report of A01 (typhoid and paratyphoid fevers)	added
130005	Source of report of A02 (other salmonella infections)	added
130007	Source of report of A03 (shigellosis)	added
130009	Source of report of A04 (other bacterial intestinal infections)	added
130011	Source of report of A05 (other bacterial foodborne intoxications)	added
130013	Source of report of A06 (amoebiasis)	added
130015	Source of report of A07 (other protozoal intestinal diseases)	added
130017	Source of report of A08 (viral and other specified intestinal infections)	added
130019	Source of report of A09 (diarrhoea and gastro-enteritis of presumed infectious origin)	added
130021	Source of report of A15 (respiratory tuberculosis, bacteriologically and histologically confirmed)	added
130023	Source of report of A16 (respiratory tuberculosis, not confirmed bacteriologically or histologically)	added
130025	Source of report of A17 (tuberculosis of nervous system)	added
130027	Source of report of A18 (tuberculosis of other organs)	added
130029	Source of report of A19 (miliary tuberculosis)	added
130031	Source of report of A20 (plague)	added
130035	Source of report of A22 (anthrax)	added
130037	Source of report of A23 (brucellosis)	added
130039	Source of report of A24 (glanders and melioidosis)	added
130041	Source of report of A25 (rat-bite fevers)	added
130043	Source of report of A26 (erysipeloid)	added
130045	Source of report of A27 (leptospirosis)	added
130047	Source of report of A28 (other zoonotic bacterial diseases, not elsewhere classified)	added
130049	Source of report of A30 (leprosy [hansen's disease])	added
130051	Source of report of A31 (infection due to other mycobacteria)	added
130053	Source of report of A32 (listeriosis)	added
130055	Source of report of A33 (tetanus neonatorum)	added
130059	Source of report of A35 (other tetanus)	added
130061	Source of report of A36 (diphtheria)	added
130063	Source of report of A37 (whooping cough)	added
130065	Source of report of A38 (scarlet fever)	added
130067	Source of report of A39 (meningococcal infection)	added
130069	Source of report of A40 (streptococcal septicaemia)	added
130071	Source of report of A41 (other septicaemia)	added
130073	Source of report of A42 (actinomycosis)	added
130075	Source of report of A43 (nocardiosis)	added
130077	Source of report of A44 (bartonellosis)	added
130079	Source of report of A46 (erysipelas)	added
130081	Source of report of A48 (other bacterial diseases, not elsewhere classified)	added
130083	Source of report of A49 (bacterial infection of unspecified site)	added
130085	Source of report of A50 (congenital syphilis)	added
130087	Source of report of A51 (early syphilis)	added
130089	Source of report of A52 (late syphilis)	added
130091	Source of report of A53 (other and unspecified syphilis)	added
130093	Source of report of A54 (gonococcal infection)	added
130095	Source of report of A55 (chlamydial lymphogranuloma (venereum))	added
130097	Source of report of A56 (other sexually transmitted chlamydial diseases)	added
130101	Source of report of A58 (granuloma inguinale)	added
130103	Source of report of A59 (trichomoniasis)	added
130105	Source of report of A60 (anogenital herpesviral [herpes simplex] infections)	added
130107	Source of report of A63 (other predominantly sexually transmitted diseases, not elsewhere classified)	added
130109	Source of report of A64 (unspecified sexually transmitted disease)	added
130113	Source of report of A66 (yaws)	added
130115	Source of report of A67 (pinta [carate])	added
130117	Source of report of A68 (relapsing fevers)	added
130119	Source of report of A69 (other spirochaetal infections)	added
130121	Source of report of A70 (chlamydia psittaci infection)	added
130123	Source of report of A71 (trachoma)	added
130125	Source of report of A74 (other diseases caused by chlamydiae)	added
130127	Source of report of A75 (typhus fever)	added
130129	Source of report of A77 (spotted fever [tick-borne rickettsioses])	added
130131	Source of report of A78 (q fever)	added
130133	Source of report of A79 (other rickettsioses)	added
130135	Source of report of A80 (acute poliomyelitis)	added
130137	Source of report of A81 (atypical virus infections of central nervous system)	added
130139	Source of report of A82 (rabies)	added
130141	Source of report of A83 (mosquito-borne viral encephalitis)	added
130143	Source of report of A84 (tick-borne viral encephalitis)	added
130145	Source of report of A85 (other viral encephalitis, not elsewhere classified)	added
130147	Source of report of A86 (unspecified viral encephalitis)	added
130149	Source of report of A87 (viral meningitis)	added
130151	Source of report of A88 (other viral infections of central nervous system, not elsewhere classified)	added
130153	Source of report of A89 (unspecified viral infection of central nervous system)	added
130155	Source of report of A90 (dengue fever [classical dengue])	added
130157	Source of report of A91 (dengue haemorrhagic fever)	added
130159	Source of report of A92 (other mosquito-borne viral fevers)	added
130161	Source of report of A93 (other arthropod-borne viral fevers, not elsewhere classified)	added
130163	Source of report of A94 (unspecified arthropod-borne viral fever)	added
130165	Source of report of A95 (yellow fever)	added
130169	Source of report of A97 (dengue)	added
130171	Source of report of A98 (other viral haemorrhagic fevers, not elsewhere classified)	added
130175	Source of report of B00 (herpesviral [herpes simplex] infections)	added
130177	Source of report of B01 (varicella [chickenpox])	added
130179	Source of report of B02 (zoster [herpes zoster])	added
130181	Source of report of B03 (smallpox)	added
130185	Source of report of B05 (measles)	added
130187	Source of report of B06 (rubella [german measles])	added
130189	Source of report of B07 (viral warts)	added
130191	Source of report of B08 (other viral infections characterised by skin and mucous membrane lesions, not elsewhere classified)	added
130193	Source of report of B09 (unspecified viral infection characterised by skin and mucous membrane lesions)	added
130195	Source of report of B15 (acute hepatitis a)	added
130197	Source of report of B16 (acute hepatitis b)	added
130199	Source of report of B17 (other acute viral hepatitis)	added
130201	Source of report of B18 (chronic viral hepatitis)	added
130203	Source of report of B19 (unspecified viral hepatitis)	added
130205	Source of report of B20 (human immunodeficiency virus [hiv] disease resulting in infectious and parasitic diseases)	added
130207	Source of report of B21 (human immunodeficiency virus [hiv] disease resulting in malignant neoplasms)	added
130209	Source of report of B22 (human immunodeficiency virus [hiv] disease resulting in other specified diseases)	added
130211	Source of report of B23 (human immunodeficiency virus [hiv] disease resulting in other conditions)	added
130213	Source of report of B24 (unspecified human immunodeficiency virus [hiv] disease)	added
130215	Source of report of B25 (cytomegaloviral disease)	added
130217	Source of report of B26 (mumps)	added
130219	Source of report of B27 (infectious mononucleosis)	added
130221	Source of report of B30 (viral conjunctivitis)	added
130223	Source of report of B33 (other viral diseases, not elsewhere classified)	added
130225	Source of report of B34 (viral infection of unspecified site)	added
130227	Source of report of B35 (dermatophytosis)	added
130229	Source of report of B36 (other superficial mycoses)	added
130231	Source of report of B37 (candidiasis)	added
130233	Source of report of B38 (coccidioidomycosis)	added
130235	Source of report of B39 (histoplasmosis)	added
130237	Source of report of B40 (blastomycosis)	added
130241	Source of report of B42 (sporotrichosis)	added
130243	Source of report of B43 (chromomycosis and phaeomycotic abscess)	added
130245	Source of report of B44 (aspergillosis)	added
130247	Source of report of B45 (cryptococcosis)	added
130249	Source of report of B46 (zygomycosis)	added
130251	Source of report of B47 (mycetoma)	added
130253	Source of report of B48 (other mycoses, not elsewhere classified)	added
130255	Source of report of B49 (unspecified mycosis)	added
130257	Source of report of B50 (plasmodium falciparum malaria)	added
130259	Source of report of B51 (plasmodium vivax malaria)	added
130261	Source of report of B52 (plasmodium malariae malaria)	added
130263	Source of report of B53 (other parasitologically confirmed malaria)	added
130265	Source of report of B54 (unspecified malaria)	added
130267	Source of report of B55 (leishmaniasis)	added
130271	Source of report of B57 (chagas' disease)	added
130273	Source of report of B58 (toxoplasmosis)	added
130275	Source of report of B59 (pneumocystosis)	added
130277	Source of report of B60 (other protozoal diseases, not elsewhere classified)	added
130281	Source of report of B65 (schistosomiasis [bilharziasis])	added
130283	Source of report of B66 (other fluke infections)	added
130285	Source of report of B67 (echinococcosis)	added
130287	Source of report of B68 (taeniasis)	added
130289	Source of report of B69 (cysticercosis)	added
130293	Source of report of B71 (other cestode infections)	added
130297	Source of report of B73 (onchocerciasis)	added
130299	Source of report of B74 (filariasis)	added
130301	Source of report of B75 (trichinellosis)	added
130303	Source of report of B76 (hookworm diseases)	added
130305	Source of report of B77 (ascariasis)	added
130307	Source of report of B78 (strongyloidiasis)	added
130309	Source of report of B79 (trichuriasis)	added
130311	Source of report of B80 (enterobiasis)	added
130313	Source of report of B81 (other intestinal helminthiases, not elsewhere classified)	added
130315	Source of report of B82 (unspecified intestinal parasitism)	added
130317	Source of report of B83 (other helminthiases)	added
130319	Source of report of B85 (pediculosis and phthiriasis)	added
130321	Source of report of B86 (scabies)	added
130323	Source of report of B87 (myiasis)	added
130325	Source of report of B88 (other infestations)	added
130327	Source of report of B89 (unspecified parasitic disease)	added
130329	Source of report of B90 (sequelae of tuberculosis)	added
130331	Source of report of B91 (sequelae of poliomyelitis)	added
130335	Source of report of B94 (sequelae of other and unspecified infectious and parasitic diseases)	added
130337	Source of report of B95 (streptococcus and staphylococcus as the cause of diseases classified to other chapters)	added
130339	Source of report of B96 (other bacterial agents as the cause of diseases classified to other chapters)	added
130341	Source of report of B97 (viral agents as the cause of diseases classified to other chapters)	added
130343	Source of report of B98 (other specified infectious agents as the cause of diseases classified to other chapters)	added
130345	Source of report of B99 (other and unspecified infectious diseases)	added
130623	Source of report of D50 (iron deficiency anaemia)	added
130625	Source of report of D51 (vitamin b12 deficiency anaemia)	added
130627	Source of report of D52 (folate deficiency anaemia)	added
130629	Source of report of D53 (other nutritional anaemias)	added
130631	Source of report of D55 (anaemia due to enzyme disorders)	added
130633	Source of report of D56 (thalassaemia)	added
130635	Source of report of D57 (sickle-cell disorders)	added
130637	Source of report of D58 (other hereditary haemolytic anaemias)	added
130639	Source of report of D59 (acquired haemolytic anaemia)	added
130641	Source of report of D60 (acquired pure red cell aplasia [erythroblastopenia])	added
130643	Source of report of D61 (other aplastic anaemias)	added
130645	Source of report of D62 (acute posthaemorrhagic anaemia)	added
130647	Source of report of D63 (anaemia in chronic diseases classified elsewhere)	added
130649	Source of report of D64 (other anaemias)	added
130651	Source of report of D65 (disseminated intravascular coagulation [defibrination syndrome])	added
130653	Source of report of D66 (hereditary factor viii deficiency)	added
130655	Source of report of D67 (hereditary factor ix deficiency)	added
130657	Source of report of D68 (other coagulation defects)	added
130659	Source of report of D69 (purpura and other haemorrhagic conditions)	added
130661	Source of report of D70 (agranulocytosis)	added
130663	Source of report of D71 (functional disorders of polymorphonuclear neutrophils)	added
130665	Source of report of D72 (other disorders of white blood cells)	added
130667	Source of report of D73 (diseases of spleen)	added
130669	Source of report of D74 (methaemoglobinaemia)	added
130671	Source of report of D75 (other diseases of blood and blood-forming organs)	added
130673	Source of report of D76 (certain diseases involving lymphoreticular tissue and reticulohistiocytic system)	added
130675	Source of report of D77 (other disorders of blood and blood-forming organs in diseases classified elsewhere)	added
130677	Source of report of D80 (immunodeficiency with predominantly antibody defects)	added
130679	Source of report of D81 (combined immunodeficiencies)	added
130681	Source of report of D82 (immunodeficiency associated with other major defects)	added
130683	Source of report of D83 (common variable immunodeficiency)	added
130685	Source of report of D84 (other immunodeficiencies)	added
130687	Source of report of D86 (sarcoidosis)	added
